NO,LABEL,TEXT
951,,"Info dong ,Jl Boulevard Barat Raya Kelapa Gading #banjir gak ya?"
952,2,"@Daffafrmnsyhh Kemaren sombong si lu gua bilang banjir apa engga, jawabnya wess engga dong 🤣"
953,,"@vicc3nt22 Bisa sih masuk Dr H.Ridi keluar Gg.Halimah, cuma kalo ke arah Kebayoran kayaknya seskoal jg banjir..Kali Padang juga udh gak bisa lewat katanya"
954,,"Jalan Swadarma Raya, Ulujami, JakSel banjiiirrr gaeess..kendaraan gak bisa melintas...  #banjir https://t.co/ajX2c00NdK"
955,,"Banjiiirrrrr di Pondok Baru, Pesanggrahan JakSel #banjir https://t.co/D37oyiPGX5"
956,4,"Rumah mertua di Pondok Baru, Pesanggrahan JakSel udh pake perahu karet aja depan rumah..kebayang di Swadarma BNI banjirnya jg tinggi ini sih, kalinya masih 1 jalur..🤦🏻‍♀️ #banjir #BanjirJakarta https://t.co/U7OWjzL3DY"
957,,"PMI Karawang bantu evakuasi warga terdampak banjir ke tempat yg lebih aman dan pengungsian.
Cc @Pak_JK @ridwankamil @Kiyai_MarufAmin @jokowi @DPR_RI @kemenkopmk @BNPB_Indonesia @KemensosRI @ifrc @Zurich @djfludznash @zfoundation @floodalliance @RedCrossAU @BritishRedCross https://t.co/siDc6YzgRZ"
958,,"Banjir di Kab Karawang menyebabkan 386 KK/1.166 jiwa terdampak, 318 rumah terendam dengan Tinggi Muka Air (TMA) 5 - 180 cm. Info @BNPB_Indonesia
PMI Kab. Karawang bersama BPBD, Tagana, TNI/Polri dan lainnya bantu evakuasi warga terdampak banjir.
Cc @Pak_JK
@jokowi @ridwankamil https://t.co/jPW4dZHtnQ"
959,,"Sebanyak 14 desa di 5 kec di Karawang, Jawa Barat, terendam banjir akibat hujan deras yang mengguyur kota ini sejak kemarin. ""Ketinggian 30 cm hingga satu meter,"" kata BPBD Karawang, Minggu (23/2/2020).
PMI Kab. Karawang, BPBD, Tagana, TNI/Polri bantu warga terdampak banjir. https://t.co/oOOoEZN9ES"
960,,"Akibat cuaca ekstrem di wilayah kab lombok timur sejak beberapa hari terakhir mengakibatkan terjadinya banjir bandang d dusun melempo desa obel-obel kec sambelia pada pukul 16.00 wita.

PMI Lombok Timur bersama BPBD dan lainnya membantu warga terdampak. Cc  @sudirmansaid @DPR_RI https://t.co/eBj2btBWGL"
961,,"Sebanyak 59 (KK) / 250 jiwa terpaksa mengungsi akibat banjir bandang yang melanda Dusun Melempo, Desa Obel-Obel, Keca
 Sambelia, Lombok Timur, NTB pada Minggu (23/2/2020) PMI Lombok Timur, Bersama Basarnas, BPBD, TNI/Polri dan lainnya bantu warga terdampak. Cc @sudirmansaid https://t.co/goBzrwXZYM"
962,,"Proses evakuasi warga terdampak banjir terus dilakukan oleh tim rescue satgana PMI Kota Jakarta Timur di wilayah Kel Rawa Terate, Kec. Cakung Timur, Jakarta Timur, Minggu, (23/2) 
Cc @aniesbaswedan @Pak_JK @sudirmansaid @husainabdullah1 @ifrc @IFRCAsiaPacific @jokowi @DPR_RI https://t.co/zhLzGTZEEf"
963,,"PMI Karawang bersama BPBD, Tagana, TNI/Polri dan lainnya mendirikan dapur umum nagi warga terdampak banjir di tempat pengungsian. 
Cc @Pak_JK
@ridwankamil @jokowi @Kiyai_MarufAmin @DPR_RI @KemensosRI @juliaribatubara @BNPB_Indonesia @ifrc @RedCrossAU @Zurich @djfludznash @aw3126 https://t.co/pmQqOHGhcs"
964,,"Dilanda hujan deras, PMI Manokwari, BPBD, TNI/Polri bantu warga terdampak banjir

Banjir di Kab. Monokwari, Prov. Papua Barat.
± 500 KK/1.000 Jiwa terdampak
± 100 unit rumah terendam
 info PusdalopsBNPB
Cc @Pak_JK @sudirmansaid @jokowi @Kiyai_MarufAmin  @BNPB_Indonesia @ifrc https://t.co/T6nBboeIlY"
965,,Banjir merata sampai Tol Cikampek https://t.co/lJM6VWWbc4
966,,Banjir merata sampai Bekasi https://t.co/4MlT2Dsb9Q
967,,Banjir merata sampai Bekasi https://t.co/1R5S3IzqwF
968,,Ulujami juga #banjir ... Semoga cepat surut ya 🙏🙏 https://t.co/GgtInoxviD
969,4,Berenti dong mau kerja nihh... paling males kalo berangkat kerja ujan terus banjir depan kantor! Huhft
970,,"#banjir di komp.Sangrila Indah2,Pet.Selatan,Pesanggrahan,Jaksel @RadioElshinta @DinasSDAJakarta @petabencana @DKIJakarta @detikcom"
971,3,Setiap malem mau tidur ga tenang.... Takut BANJIR  ...
972,,@SalmaBrecht @GunRomli @aniesbaswedan @dprddkijakarta kalo tidak bisa negur dprd nya mundur kan cuma dki yg banjir di seluruh Indonesia ga banjir
973,,"@yosaphatlavi Kaga kode oiii 😅
Banjir lagi gaa yos?"
974,5,@akunbarudita Demi apaaa si dit banjir lagi?
975,2,"waw hujan.

sebenernya senggang banget hari2 w belakangan ini tapi yah... kalo jalanan macet dmn2 karena banjir kan yah gimana yah... 🤪"
976,,@KompasTV Banjir teguran dari TUHAN utk intropeksi
977,,"@arisrahmadan @TMCPoldaMetro Kalou saya alhamdulillah 26 tahun tinggal di ulujami pesanggrahan jaksel gapernah banjir mas, ga nyampe rumah"
978,,"Sebagian berita banjir Jakarta 2 bulan ke belakang:

2 Jan: https://t.co/zxuL30bc9j

18 Jan: https://t.co/zd7kJZufSt

24 Jan: https://t.co/7hbLXPuiII

2 Feb: https://t.co/bPHVIBYiwG

8 Feb: https://t.co/oJvoThqYpC

20 Feb: https://t.co/GPmGUY1sBR

23 Feb: https://t.co/IJcTKImaDN"
979,,"Update (23/2/20) pkl 05.30 WIB Pencarian laka sungai Siswa SMP N 1 Turi giat susur sungai sempor akibat banjir
Meninggal Dunia 10 orang,
Luka-luka 23 orang, 216 orang selamat. Operasi Pencarian SAR Gabungan (Basarnas, PMI, BPBD, TNI/Polri dan unsur lainnya) selesai https://t.co/R6iDJxaPvk"
980,,"Update pkl 11.45 WIB Pencarian Siswa SMP N 1 Turi giat susur sungai sempor akibat banjir
Meninggal Dunia tercatat 8 orang,
Luka-luka 23 orang,
Belum terkonfirmasi 2 orang, 216 siswa selamat
Operasi Pencarian dilakukan oleh SAR Gabungan (Basarnas, PMI, BPBD, TNI/Polri dan lainnya) https://t.co/H72WFjdyiB"
981,,Sampe keba lg banjir mah. Fix pindah rumah lg. Alhamdulilah tp engga. Wkwk.
982,2,"Kalok banjir di jakarta diibaratkan ngegym, ada peningkatan durasi..brarti ada progres ke arah lebih.........BASAH!😁
Dari setaun skali, limatahunan, fakum, setaun sekali, setahun 2x, 2 bulan skali, sebulan 3x, seminggu 2x..
Sebulan lagi jadi sih ini otot² 💪🏼💪🏼💪🏼😆"
983,,@hendriipsb Macet pasti karena banjir
984,,Utk banjir didaerahku cilincing (kesatriaan) dah anti banjir.
985,2,"Ini bukan banjir, hanya air yang menggenang saja. Mereka lagi ngantri ubtuk bermuara kok. Tenang 😝 https://t.co/63CfGOycVJ"
986,,"Kegaduhan kontroversial nampaknya sengaja diciptakan silih berganti. Baru saja agak redah munculnya isu Agama Musuh Pancasila yg dilontarkan Kepala BPIP,  skrg dilontarkan isu baru Ahok paling berhasil tangani banjir Jakarta dgn responden 34 provinsi. Sasarannya apa ya? https://t.co/jdWdLvwAHR"
987,,"Pasca #Banjir dan #longsor di Perumahan Pondok Tirta Mandala, Kel Sukamaju, Kec Cilodong, Minggu (16/02/2020) Satgana PMI Kota Depok bantu warga membersihkan sisa material lumpur dan sampah. Cc  @IdrisAShomad @sudirmansaid @Pak_JK @ridwankamil @jokowi @BNPB_Indonesia @DPR_RI https://t.co/XKEhAOejdj"
988,4,"Sistem? Mana hasil assessmen banjir jan 2020 berapa ketinggian air di berbagai wilayah, dari data tsb bisa dilihat kebutuhan pompa , dan bagaimana drainase kota yang sudah usang ? Apakabar APBD DKI?  #mitigasistruktural #BanjirJakarta sistem toa ? https://t.co/A6D7cFE9tK"
989,5,Kamu datang tanpa permisi~ #banjir https://t.co/xR4GSJYkJ4
990,4,"Gk banjir sih,, tapi mati lampu dan mati aer... Ya udh lah TIDUR LAGIII"
991,5,"Jl. Garnisun banjir gaes, kayak kolam ikan. kali semanggi juga meluap, begini lah dampaknya 😪 @DinasSDAJakarta @DKIJakarta https://t.co/aq421P31xP"
992,2,"Banjir, Alhamdulillah surut sangat cepat..."
993,2,"Keseruan anak2 berenang di genangan air yg sedang antrian masuk tanah
#BanjirDKIJakarta #banjir #banjirlagi #banjirfebruari #4niesTenggelamkanDKI #Kick4nies #WajahBaruJakarta https://t.co/kKsIFZ1F06"
994,,"Hujan lebat yang terjadi hingaa pagi ini mengakibatkan banjir di Perumahan Pondok Maharta, Pondok Kacang, Pondok Aren, Tangerang Selatan
.
.
Video by :@febbysins
RG @tangsel_life
.
.
#tangsel #banjir #maharta… https://t.co/GoWd1Tfug9"
995,,"Hujan lebat yang terjadi hingaa pagi ini mengakibatkan banjir di Perumahan Pondok Maharta, Pondok Kacang, Pondok Aren, Tangerang Selatan
.
.
Send video by :@febbysins
.
.
#kabarbintaro  #jakartaselatan #jaksel… https://t.co/HHiPyahB4X"
996,1,"Terima kasih untuk Ayah tanpa lelah menggendong si anak yg tetap ingin sekolah. Tetap sepmangat  ke sekolah walaupun terhalang Banjir di Komplek Pondok Maharta! So sweet 💖
.
.
.
from… https://t.co/33cugEL7Dz"
997,,Semua banjir ini salahnya Jan Pieterzoen Coen. https://t.co/JoGpfQNzRW
998,,"Banjir di depan Graha Taman Bintaro Sektor 9.. Waspada Kabiners..
.
.
.
.
#kabarbintaro #jakartaselatan #jaksel #bintarojaya #tangerangselatan #tangsel #tangerang #bintaro #pamulang #ciputat #infobanjir… https://t.co/nDgI5nYA1w"
999,,"Tahukah kamu motor listrik yang lewati banjir ternyata gak masalah loh…

Rendaman banjir ternyata tidak mengganggu kinerja dari motor listrik. Sistem penggerak motor listrik terdiri dari baterai, dinamo, dan… https://t.co/LARM3qkPqn"
1000,,"Setelah skuter kamu melewati genangan air atau terendam banjir, segera periksa beberapa komponen untuk memastikan air tidak masuk ke komponen tersebut ya sobat Toda…

Ada 5 komponen yang wajib dicek setelah kena… https://t.co/CwSQwILOUy"
